A_r_s (AA),A_r_val (AA),A_Z (elem_charge),A_eps_H (eV),A_eps_L (eV),A_EA (eV),A_IP (eV),A_EN (eV),B_r_s (AA),B_r_val (AA),B_Z (elem_charge),B_eps_H (eV),B_eps_L (eV),B_EA (eV),B_IP (eV),B_EN (eV),bulk_modulus (eV/AA^3)
2.53205,2.53205,55,-1.99324,-1.99324,-0.28424,3.77466,1.74521,1.57595,0.77355,41,-4.58043,-4.58043,-0.66073,7.16522,3.25224,1.1302
2.53205,2.53205,55,-1.99324,-1.99324,-0.28424,3.77466,1.74521,1.25315,0.33775,28,-4.41904,-4.41904,-1.06489,7.87854,3.40682,0.83347
2.53205,2.53205,55,-1.99324,-1.99324,-0.28424,3.77466,1.74521,1.03965,1.40285,82,-3.38807,-3.38807,-0.46103,6.57196,3.05546,0.49695
2.53205,2.53205,55,-1.99324,-1.99324,-0.28424,3.77466,1.74521,1.40755,0.58065,46,-4.0964,-3.37189,-0.45002,9.06265,4.30632,0.78064
2.53205,2.53205,55,-1.99324,-1.99324,-0.28424,3.77466,1.74521,1.26865,0.67055,78,-5.4406,-5.4406,-2.19568,9.35312,3.57872,0.93282
2.53205,2.53205,55,-1.99324,-1.99324,-0.28424,3.77466,1.74521,1.44625,0.61295,45,-3.51705,-3.51705,-0.55007,8.37917,3.91455,0.84709
2.53205,2.53205,55,-1.99324,-1.99324,-0.28424,3.77466,1.74521,1.47565,0.64735,44,-3.62911,-3.62911,-0.9258,7.67333,3.37376,1.096
2.53205,2.53205,55,-1.99324,-1.99324,-0.28424,3.77466,1.74521,1.00325,1.23855,51,-4.78669,-4.78669,-1.48175,8.3375,3.42787,0.79632
2.53205,2.53205,55,-1.99324,-1.99324,-0.28424,3.77466,1.74521,1.06585,1.35395,50,-3.60334,-3.60334,-0.62446,6.87583,3.12569,0.67836
2.53205,2.53205,55,-1.99324,-1.99324,-0.28424,3.77466,1.74521,1.46495,0.83725,73,-3.54072,-3.54072,0.28607,7.76325,4.02466,1.1993
2.53205,2.53205,55,-1.99324,-1.99324,-0.28424,3.77466,1.74521,1.50655,0.68555,43,-3.95104,-3.95104,-1.20091,7.17917,2.98913,1.18309
2.53205,2.53205,55,-1.99324,-1.99324,-0.28424,3.77466,1.74521,1.54605,0.51945,22,-4.13789,-4.13789,0.4163,7.12072,3.76851,0.8639
2.53205,2.53205,55,-1.99324,-1.99324,-0.28424,3.77466,1.74521,1.47915,0.47555,23,-4.42467,-4.42467,-0.1056,7.21881,3.55661,1.06293
2.53205,2.53205,55,-1.99324,-1.99324,-0.28424,3.77466,1.74521,1.40525,0.79075,74,-4.46416,-4.46416,-0.40824,8.81585,4.20381,1.28671
2.53205,2.53205,55,-1.99324,-1.99324,-0.28424,3.77466,1.74521,1.10495,1.10495,30,-5.97804,-0.6987,1.59776,9.94132,5.76954,0.49701
2.53205,2.53205,55,-1.99324,-1.99324,-0.28424,3.77466,1.74521,1.66825,0.84555,40,-3.45486,-3.45486,0.20991,7.108,3.65895,0.77992
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.31705,1.31705,47,-4.37849,-4.37849,-1.18206,7.87468,3.34631,0.63755
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.10775,1.39955,13,-2.5457,-2.5457,0.34112,5.72681,3.03397,0.81483
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,0.98985,1.30035,83,-4.52189,-4.52189,-1.38734,7.92764,3.27015,0.40309
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.23185,1.23185,48,-5.66953,-0.80208,1.48287,9.31714,5.40001,0.49302
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.29155,0.35895,27,-4.41285,-4.41285,-1.07005,7.65851,3.29423,0.96737
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.42455,0.43935,24,-4.42489,-4.42489,-0.50366,7.30854,3.40244,1.21512
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.19885,1.19885,29,-4.57534,-4.57534,-1.23469,8.33298,3.54914,0.76629
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.33295,0.38215,26,-4.40061,-4.40061,-0.99752,7.47177,3.23713,1.08488
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.00335,1.33975,31,-2.42899,-2.42899,0.45021,5.6727,3.06146,0.7144
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,0.92235,1.17105,32,-3.82445,-3.82445,-0.57045,7.44895,3.43925,0.95854
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.36815,0.40825,25,-4.37896,-4.37896,-0.57504,7.39822,3.41159,1.18939
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.53775,0.72745,42,-4.27919,-4.27919,-1.14475,7.00728,2.93127,1.27853
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.57595,0.77355,41,-4.58043,-4.58043,-0.66073,7.16522,3.25224,1.19228
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.25315,0.33775,28,-4.41904,-4.41904,-1.06489,7.87854,3.40682,0.8446
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.03965,1.40285,82,-3.38807,-3.38807,-0.46103,6.57196,3.05546,0.54612
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.40755,0.58065,46,-4.0964,-3.37189,-0.45002,9.06265,4.30632,0.62198
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.26865,0.67055,78,-5.4406,-5.4406,-2.19568,9.35312,3.57872,0.93968
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.44625,0.61295,45,-3.51705,-3.51705,-0.55007,8.37917,3.91455,1.04013
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.47565,0.64735,44,-3.62911,-3.62911,-0.9258,7.67333,3.37376,1.21364
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.00325,1.23855,51,-4.78669,-4.78669,-1.48175,8.3375,3.42787,0.92273
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.06585,1.35395,50,-3.60334,-3.60334,-0.62446,6.87583,3.12569,0.81011
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.46495,0.83725,73,-3.54072,-3.54072,0.28607,7.76325,4.02466,1.26059
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.50655,0.68555,43,-3.95104,-3.95104,-1.20091,7.17917,2.98913,1.28682
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.54605,0.51945,22,-4.13789,-4.13789,0.4163,7.12072,3.76851,0.99162
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.47915,0.47555,23,-4.42467,-4.42467,-0.1056,7.21881,3.55661,1.18812
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.40525,0.79075,74,-4.46416,-4.46416,-0.40824,8.81585,4.20381,1.37086
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.10495,1.10495,30,-5.97804,-0.6987,1.59776,9.94132,5.76954,0.62438
2.21205,2.21205,19,-2.24267,-2.24267,-0.31037,4.21621,1.95292,1.66825,0.84555,40,-3.45486,-3.45486,0.20991,7.108,3.65895,0.87636
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.31705,1.31705,47,-4.37849,-4.37849,-1.18206,7.87468,3.34631,1.02723
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.10775,1.39955,13,-2.5457,-2.5457,0.34112,5.72681,3.03397,1.29887
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,0.98985,1.30035,83,-4.52189,-4.52189,-1.38734,7.92764,3.27015,0.74344
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.23185,1.23185,48,-5.66953,-0.80208,1.48287,9.31714,5.40001,0.92962
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.29155,0.35895,27,-4.41285,-4.41285,-1.07005,7.65851,3.29423,1.37411
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.42455,0.43935,24,-4.42489,-4.42489,-0.50366,7.30854,3.40244,1.39023
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.19885,1.19885,29,-4.57534,-4.57534,-1.23469,8.33298,3.54914,1.1978
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.33295,0.38215,26,-4.40061,-4.40061,-0.99752,7.47177,3.23713,1.39258
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.00335,1.33975,31,-2.42899,-2.42899,0.45021,5.6727,3.06146,1.21427
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,0.92235,1.17105,32,-3.82445,-3.82445,-0.57045,7.44895,3.43925,0.76539
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.36815,0.40825,25,-4.37896,-4.37896,-0.57504,7.39822,3.41159,1.40585
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.53775,0.72745,42,-4.27919,-4.27919,-1.14475,7.00728,2.93127,1.32323
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.57595,0.77355,41,-4.58043,-4.58043,-0.66073,7.16522,3.25224,1.26006
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.25315,0.33775,28,-4.41904,-4.41904,-1.06489,7.87854,3.40682,1.30938
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.03965,1.40285,82,-3.38807,-3.38807,-0.46103,6.57196,3.05546,0.63287
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.40755,0.58065,46,-4.0964,-3.37189,-0.45002,9.06265,4.30632,1.17793
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.26865,0.67055,78,-5.4406,-5.4406,-2.19568,9.35312,3.57872,1.19801
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.44625,0.61295,45,-3.51705,-3.51705,-0.55007,8.37917,3.91455,1.29048
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.47565,0.64735,44,-3.62911,-3.62911,-0.9258,7.67333,3.37376,1.33727
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.00325,1.23855,51,-4.78669,-4.78669,-1.48175,8.3375,3.42787,0.76882
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.06585,1.35395,50,-3.60334,-3.60334,-0.62446,6.87583,3.12569,0.97788
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.46495,0.83725,73,-3.54072,-3.54072,0.28607,7.76325,4.02466,1.32852
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.50655,0.68555,43,-3.95104,-3.95104,-1.20091,7.17917,2.98913,1.3267
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.54605,0.51945,22,-4.13789,-4.13789,0.4163,7.12072,3.76851,1.25338
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.47915,0.47555,23,-4.42467,-4.42467,-0.1056,7.21881,3.55661,1.36048
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.40525,0.79075,74,-4.46416,-4.46416,-0.40824,8.81585,4.20381,1.39477
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.10495,1.10495,30,-5.97804,-0.6987,1.59776,9.94132,5.76954,1.10582
2.04665,1.19835,57,-2.48925,-2.48925,0.55487,5.67875,3.11681,1.66825,0.84555,40,-3.45486,-3.45486,0.20991,7.108,3.65895,1.10984
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.31705,1.31705,47,-4.37849,-4.37849,-1.18206,7.87468,3.34631,0.67351
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.10775,1.39955,13,-2.5457,-2.5457,0.34112,5.72681,3.03397,0.88058
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,0.98985,1.30035,83,-4.52189,-4.52189,-1.38734,7.92764,3.27015,0.72073
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.23185,1.23185,48,-5.66953,-0.80208,1.48287,9.31714,5.40001,0.51309
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.29155,0.35895,27,-4.41285,-4.41285,-1.07005,7.65851,3.29423,0.96745
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.42455,0.43935,24,-4.42489,-4.42489,-0.50366,7.30854,3.40244,1.30576
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.19885,1.19885,29,-4.57534,-4.57534,-1.23469,8.33298,3.54914,0.85412
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.33295,0.38215,26,-4.40061,-4.40061,-0.99752,7.47177,3.23713,1.20628
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.00335,1.33975,31,-2.42899,-2.42899,0.45021,5.6727,3.06146,0.79163
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,0.92235,1.17105,32,-3.82445,-3.82445,-0.57045,7.44895,3.43925,1.079
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.36815,0.40825,25,-4.37896,-4.37896,-0.57504,7.39822,3.41159,1.29402
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.53775,0.72745,42,-4.27919,-4.27919,-1.14475,7.00728,2.93127,1.32452
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.57595,0.77355,41,-4.58043,-4.58043,-0.66073,7.16522,3.25224,1.22781
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.25315,0.33775,28,-4.41904,-4.41904,-1.06489,7.87854,3.40682,0.9227
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.03965,1.40285,82,-3.38807,-3.38807,-0.46103,6.57196,3.05546,0.54627
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.40755,0.58065,46,-4.0964,-3.37189,-0.45002,9.06265,4.30632,0.79102
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.26865,0.67055,78,-5.4406,-5.4406,-2.19568,9.35312,3.57872,0.91394
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.44625,0.61295,45,-3.51705,-3.51705,-0.55007,8.37917,3.91455,1.10905
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.47565,0.64735,44,-3.62911,-3.62911,-0.9258,7.67333,3.37376,0.96866
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.00325,1.23855,51,-4.78669,-4.78669,-1.48175,8.3375,3.42787,1.02702
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.06585,1.35395,50,-3.60334,-3.60334,-0.62446,6.87583,3.12569,0.85896
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.46495,0.83725,73,-3.54072,-3.54072,0.28607,7.76325,4.02466,1.29699
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.50655,0.68555,43,-3.95104,-3.95104,-1.20091,7.17917,2.98913,1.34745
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.54605,0.51945,22,-4.13789,-4.13789,0.4163,7.12072,3.76851,1.02696
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.47915,0.47555,23,-4.42467,-4.42467,-0.1056,7.21881,3.55661,1.26259
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.40525,0.79075,74,-4.46416,-4.46416,-0.40824,8.81585,4.20381,1.41734
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.10495,1.10495,30,-5.97804,-0.6987,1.59776,9.94132,5.76954,0.68797
1.67295,1.67295,3,-2.74799,-2.74799,-0.38382,5.17795,2.39707,1.66825,0.84555,40,-3.45486,-3.45486,0.20991,7.108,3.65895,0.89265
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.31705,1.31705,47,-4.37849,-4.37849,-1.18206,7.87468,3.34631,0.91747
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.10775,1.39955,13,-2.5457,-2.5457,0.34112,5.72681,3.03397,1.08938
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,0.98985,1.30035,83,-4.52189,-4.52189,-1.38734,7.92764,3.27015,0.80568
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.23185,1.23185,48,-5.66953,-0.80208,1.48287,9.31714,5.40001,0.59026
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.29155,0.35895,27,-4.41285,-4.41285,-1.07005,7.65851,3.29423,1.28918
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.42455,0.43935,24,-4.42489,-4.42489,-0.50366,7.30854,3.40244,1.37407
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.19885,1.19885,29,-4.57534,-4.57534,-1.23469,8.33298,3.54914,0.97404
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.33295,0.38215,26,-4.40061,-4.40061,-0.99752,7.47177,3.23713,1.32394
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.00335,1.33975,31,-2.42899,-2.42899,0.45021,5.6727,3.06146,0.98827
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,0.92235,1.17105,32,-3.82445,-3.82445,-0.57045,7.44895,3.43925,1.25383
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.36815,0.40825,25,-4.37896,-4.37896,-0.57504,7.39822,3.41159,1.3892
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.53775,0.72745,42,-4.27919,-4.27919,-1.14475,7.00728,2.93127,1.32248
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.57595,0.77355,41,-4.58043,-4.58043,-0.66073,7.16522,3.25224,1.22886
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.25315,0.33775,28,-4.41904,-4.41904,-1.06489,7.87854,3.40682,1.10238
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.03965,1.40285,82,-3.38807,-3.38807,-0.46103,6.57196,3.05546,0.80889
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.40755,0.58065,46,-4.0964,-3.37189,-0.45002,9.06265,4.30632,0.97375
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.26865,0.67055,78,-5.4406,-5.4406,-2.19568,9.35312,3.57872,1.18952
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.44625,0.61295,45,-3.51705,-3.51705,-0.55007,8.37917,3.91455,1.20257
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.47565,0.64735,44,-3.62911,-3.62911,-0.9258,7.67333,3.37376,1.29919
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.00325,1.23855,51,-4.78669,-4.78669,-1.48175,8.3375,3.42787,0.62738
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.06585,1.35395,50,-3.60334,-3.60334,-0.62446,6.87583,3.12569,1.03543
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.46495,0.83725,73,-3.54072,-3.54072,0.28607,7.76325,4.02466,1.28376
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.50655,0.68555,43,-3.95104,-3.95104,-1.20091,7.17917,2.98913,1.33441
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.54605,0.51945,22,-4.13789,-4.13789,0.4163,7.12072,3.76851,1.21364
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.47915,0.47555,23,-4.42467,-4.42467,-0.1056,7.21881,3.55661,1.30695
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.40525,0.79075,74,-4.46416,-4.46416,-0.40824,8.81585,4.20381,1.38887
