A_r_s (AA),A_r_val (AA),A_Z (elem_charge),A_eps_H (eV),A_eps_L (eV),A_EA (eV),A_IP (eV),A_EN (eV),B_r_s (AA),B_r_val (AA),B_Z (elem_charge),B_eps_H (eV),B_eps_L (eV),B_EA (eV),B_IP (eV),B_EN (eV),bulk_modulus (eV/AA^3)
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.10495,1.10495,30,-5.97804,-0.6987,1.59776,9.94132,5.76954,0.83406
1.35335,1.35335,12,-4.66732,-1.05447,0.84802,7.91356,4.38079,1.66825,0.84555,40,-3.45486,-3.45486,0.20991,7.108,3.65895,1.04933
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.31705,1.31705,47,-4.37849,-4.37849,-1.18206,7.87468,3.34631,0.68571
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.10775,1.39955,13,-2.5457,-2.5457,0.34112,5.72681,3.03397,0.85769
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,0.98985,1.30035,83,-4.52189,-4.52189,-1.38734,7.92764,3.27015,0.7192
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.23185,1.23185,48,-5.66953,-0.80208,1.48287,9.31714,5.40001,0.4988
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.29155,0.35895,27,-4.41285,-4.41285,-1.07005,7.65851,3.29423,0.96767
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.42455,0.43935,24,-4.42489,-4.42489,-0.50366,7.30854,3.40244,1.27402
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.19885,1.19885,29,-4.57534,-4.57534,-1.23469,8.33298,3.54914,0.81963
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.33295,0.38215,26,-4.40061,-4.40061,-0.99752,7.47177,3.23713,1.16651
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.00335,1.33975,31,-2.42899,-2.42899,0.45021,5.6727,3.06146,0.77749
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,0.92235,1.17105,32,-3.82445,-3.82445,-0.57045,7.44895,3.43925,1.03923
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.36815,0.40825,25,-4.37896,-4.37896,-0.57504,7.39822,3.41159,1.25729
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.53775,0.72745,42,-4.27919,-4.27919,-1.14475,7.00728,2.93127,1.30739
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.57595,0.77355,41,-4.58043,-4.58043,-0.66073,7.16522,3.25224,1.21498
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.25315,0.33775,28,-4.41904,-4.41904,-1.06489,7.87854,3.40682,0.93793
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.03965,1.40285,82,-3.38807,-3.38807,-0.46103,6.57196,3.05546,0.54798
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.40755,0.58065,46,-4.0964,-3.37189,-0.45002,9.06265,4.30632,0.83916
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.26865,0.67055,78,-5.4406,-5.4406,-2.19568,9.35312,3.57872,0.63601
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.44625,0.61295,45,-3.51705,-3.51705,-0.55007,8.37917,3.91455,1.08027
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.47565,0.64735,44,-3.62911,-3.62911,-0.9258,7.67333,3.37376,0.99163
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.00325,1.23855,51,-4.78669,-4.78669,-1.48175,8.3375,3.42787,0.99423
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.06585,1.35395,50,-3.60334,-3.60334,-0.62446,6.87583,3.12569,0.84139
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.46495,0.83725,73,-3.54072,-3.54072,0.28607,7.76325,4.02466,1.28325
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.50655,0.68555,43,-3.95104,-3.95104,-1.20091,7.17917,2.98913,1.32554
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.54605,0.51945,22,-4.13789,-4.13789,0.4163,7.12072,3.76851,1.02083
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.47915,0.47555,23,-4.42467,-4.42467,-0.1056,7.21881,3.55661,1.23566
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.40525,0.79075,74,-4.46416,-4.46416,-0.40824,8.81585,4.20381,1.39977
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.10495,1.10495,30,-5.97804,-0.6987,1.59776,9.94132,5.76954,0.66262
1.77645,1.77645,11,-2.63178,-2.63178,-0.39573,5.00911,2.30669,1.66825,0.84555,40,-3.45486,-3.45486,0.20991,7.108,3.65895,0.88423
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.31705,1.31705,47,-4.37849,-4.37849,-1.18206,7.87468,3.34631,1.02435
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.10775,1.39955,13,-2.5457,-2.5457,0.34112,5.72681,3.03397,1.33266
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,0.98985,1.30035,83,-4.52189,-4.52189,-1.38734,7.92764,3.27015,0.74543
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.23185,1.23185,48,-5.66953,-0.80208,1.48287,9.31714,5.40001,0.90634
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.29155,0.35895,27,-4.41285,-4.41285,-1.07005,7.65851,3.29423,1.41662
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.42455,0.43935,24,-4.42489,-4.42489,-0.50366,7.30854,3.40244,1.449
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.19885,1.19885,29,-4.57534,-4.57534,-1.23469,8.33298,3.54914,1.25279
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.33295,0.38215,26,-4.40061,-4.40061,-0.99752,7.47177,3.23713,1.46056
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.00335,1.33975,31,-2.42899,-2.42899,0.45021,5.6727,3.06146,1.23462
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,0.92235,1.17105,32,-3.82445,-3.82445,-0.57045,7.44895,3.43925,1.0674
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.36815,0.40825,25,-4.37896,-4.37896,-0.57504,7.39822,3.41159,1.47351
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.53775,0.72745,42,-4.27919,-4.27919,-1.14475,7.00728,2.93127,1.35472
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.57595,0.77355,41,-4.58043,-4.58043,-0.66073,7.16522,3.25224,1.2679
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.25315,0.33775,28,-4.41904,-4.41904,-1.06489,7.87854,3.40682,1.35542
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.03965,1.40285,82,-3.38807,-3.38807,-0.46103,6.57196,3.05546,0.81361
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.40755,0.58065,46,-4.0964,-3.37189,-0.45002,9.06265,4.30632,1.17398
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.26865,0.67055,78,-5.4406,-5.4406,-2.19568,9.35312,3.57872,1.15491
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.44625,0.61295,45,-3.51705,-3.51705,-0.55007,8.37917,3.91455,1.27618
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.47565,0.64735,44,-3.62911,-3.62911,-0.9258,7.67333,3.37376,1.34272
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.00325,1.23855,51,-4.78669,-4.78669,-1.48175,8.3375,3.42787,0.80211
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.06585,1.35395,50,-3.60334,-3.60334,-0.62446,6.87583,3.12569,0.86456
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.46495,0.83725,73,-3.54072,-3.54072,0.28607,7.76325,4.02466,1.31854
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.50655,0.68555,43,-3.95104,-3.95104,-1.20091,7.17917,2.98913,1.37979
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.54605,0.51945,22,-4.13789,-4.13789,0.4163,7.12072,3.76851,1.26107
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.47915,0.47555,23,-4.42467,-4.42467,-0.1056,7.21881,3.55661,1.38256
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.40525,0.79075,74,-4.46416,-4.46416,-0.40824,8.81585,4.20381,1.40142
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.10495,1.10495,30,-5.97804,-0.6987,1.59776,9.94132,5.76954,1.14195
1.99605,0.35005,60,-1.79957,-1.79957,1.4637,5.7625,3.6131,1.66825,0.84555,40,-3.45486,-3.45486,0.20991,7.108,3.65895,1.09038
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.31705,1.31705,47,-4.37849,-4.37849,-1.18206,7.87468,3.34631,1.01572
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.10775,1.39955,13,-2.5457,-2.5457,0.34112,5.72681,3.03397,1.32889
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,0.98985,1.30035,83,-4.52189,-4.52189,-1.38734,7.92764,3.27015,0.75523
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.23185,1.23185,48,-5.66953,-0.80208,1.48287,9.31714,5.40001,0.89309
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.29155,0.35895,27,-4.41285,-4.41285,-1.07005,7.65851,3.29423,1.40073
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.42455,0.43935,24,-4.42489,-4.42489,-0.50366,7.30854,3.40244,1.44569
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.19885,1.19885,29,-4.57534,-4.57534,-1.23469,8.33298,3.54914,1.23928
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.33295,0.38215,26,-4.40061,-4.40061,-0.99752,7.47177,3.23713,1.44515
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.00335,1.33975,31,-2.42899,-2.42899,0.45021,5.6727,3.06146,1.22628
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,0.92235,1.17105,32,-3.82445,-3.82445,-0.57045,7.44895,3.43925,1.05594
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.36815,0.40825,25,-4.37896,-4.37896,-0.57504,7.39822,3.41159,1.46324
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.53775,0.72745,42,-4.27919,-4.27919,-1.14475,7.00728,2.93127,1.35004
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.57595,0.77355,41,-4.58043,-4.58043,-0.66073,7.16522,3.25224,1.26475
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.25315,0.33775,28,-4.41904,-4.41904,-1.06489,7.87854,3.40682,1.34849
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.03965,1.40285,82,-3.38807,-3.38807,-0.46103,6.57196,3.05546,0.79422
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.40755,0.58065,46,-4.0964,-3.37189,-0.45002,9.06265,4.30632,1.16232
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.26865,0.67055,78,-5.4406,-5.4406,-2.19568,9.35312,3.57872,1.12702
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.44625,0.61295,45,-3.51705,-3.51705,-0.55007,8.37917,3.91455,1.2709
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.47565,0.64735,44,-3.62911,-3.62911,-0.9258,7.67333,3.37376,1.32812
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.00325,1.23855,51,-4.78669,-4.78669,-1.48175,8.3375,3.42787,0.80039
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.06585,1.35395,50,-3.60334,-3.60334,-0.62446,6.87583,3.12569,0.85374
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.46495,0.83725,73,-3.54072,-3.54072,0.28607,7.76325,4.02466,1.32286
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.50655,0.68555,43,-3.95104,-3.95104,-1.20091,7.17917,2.98913,1.37091
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.54605,0.51945,22,-4.13789,-4.13789,0.4163,7.12072,3.76851,1.26156
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.47915,0.47555,23,-4.42467,-4.42467,-0.1056,7.21881,3.55661,1.3841
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.40525,0.79075,74,-4.46416,-4.46416,-0.40824,8.81585,4.20381,1.4149
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.10495,1.10495,30,-5.97804,-0.6987,1.59776,9.94132,5.76954,1.12829
1.97445,0.33685,61,-1.87067,-1.87067,1.54062,5.74229,3.64145,1.66825,0.84555,40,-3.45486,-3.45486,0.20991,7.108,3.65895,1.08534
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.31705,1.31705,47,-4.37849,-4.37849,-1.18206,7.87468,3.34631,1.03654
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.10775,1.39955,13,-2.5457,-2.5457,0.34112,5.72681,3.03397,1.33168
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,0.98985,1.30035,83,-4.52189,-4.52189,-1.38734,7.92764,3.27015,0.73893
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.23185,1.23185,48,-5.66953,-0.80208,1.48287,9.31714,5.40001,0.92439
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.29155,0.35895,27,-4.41285,-4.41285,-1.07005,7.65851,3.29423,1.42802
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.42455,0.43935,24,-4.42489,-4.42489,-0.50366,7.30854,3.40244,1.45072
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.19885,1.19885,29,-4.57534,-4.57534,-1.23469,8.33298,3.54914,1.26625
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.33295,0.38215,26,-4.40061,-4.40061,-0.99752,7.47177,3.23713,1.4705
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.00335,1.33975,31,-2.42899,-2.42899,0.45021,5.6727,3.06146,1.23933
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,0.92235,1.17105,32,-3.82445,-3.82445,-0.57045,7.44895,3.43925,1.02152
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.36815,0.40825,25,-4.37896,-4.37896,-0.57504,7.39822,3.41159,1.47801
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.53775,0.72745,42,-4.27919,-4.27919,-1.14475,7.00728,2.93127,1.31744
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.57595,0.77355,41,-4.58043,-4.58043,-0.66073,7.16522,3.25224,1.27299
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.25315,0.33775,28,-4.41904,-4.41904,-1.06489,7.87854,3.40682,1.35689
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.03965,1.40285,82,-3.38807,-3.38807,-0.46103,6.57196,3.05546,0.75334
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.40755,0.58065,46,-4.0964,-3.37189,-0.45002,9.06265,4.30632,1.18554
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.26865,0.67055,78,-5.4406,-5.4406,-2.19568,9.35312,3.57872,1.18983
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.44625,0.61295,45,-3.51705,-3.51705,-0.55007,8.37917,3.91455,1.28292
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.47565,0.64735,44,-3.62911,-3.62911,-0.9258,7.67333,3.37376,1.35613
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.00325,1.23855,51,-4.78669,-4.78669,-1.48175,8.3375,3.42787,0.74509
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.06585,1.35395,50,-3.60334,-3.60334,-0.62446,6.87583,3.12569,0.86247
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.46495,0.83725,73,-3.54072,-3.54072,0.28607,7.76325,4.02466,1.32961
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.50655,0.68555,43,-3.95104,-3.95104,-1.20091,7.17917,2.98913,1.38851
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.54605,0.51945,22,-4.13789,-4.13789,0.4163,7.12072,3.76851,1.26131
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.47915,0.47555,23,-4.42467,-4.42467,-0.1056,7.21881,3.55661,1.38412
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.40525,0.79075,74,-4.46416,-4.46416,-0.40824,8.81585,4.20381,1.41549
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.10495,1.10495,30,-5.97804,-0.6987,1.59776,9.94132,5.76954,1.15858
2.01575,0.36425,59,-1.94941,-1.94941,1.07786,5.59272,3.33529,1.66825,0.84555,40,-3.45486,-3.45486,0.20991,7.108,3.65895,1.09748
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.31705,1.31705,47,-4.37849,-4.37849,-1.18206,7.87468,3.34631,0.56633
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.10775,1.39955,13,-2.5457,-2.5457,0.34112,5.72681,3.03397,0.77313
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,0.98985,1.30035,83,-4.52189,-4.52189,-1.38734,7.92764,3.27015,0.55503
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.23185,1.23185,48,-5.66953,-0.80208,1.48287,9.31714,5.40001,0.4849
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.29155,0.35895,27,-4.41285,-4.41285,-1.07005,7.65851,3.29423,0.91189
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.42455,0.43935,24,-4.42489,-4.42489,-0.50366,7.30854,3.40244,1.16329
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.19885,1.19885,29,-4.57534,-4.57534,-1.23469,8.33298,3.54914,0.67242
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.33295,0.38215,26,-4.40061,-4.40061,-0.99752,7.47177,3.23713,0.98157
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.00335,1.33975,31,-2.42899,-2.42899,0.45021,5.6727,3.06146,0.68617
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,0.92235,1.17105,32,-3.82445,-3.82445,-0.57045,7.44895,3.43925,0.81886
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.36815,0.40825,25,-4.37896,-4.37896,-0.57504,7.39822,3.41159,1.06286
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.53775,0.72745,42,-4.27919,-4.27919,-1.14475,7.00728,2.93127,1.24979
