A_r_s (AA),A_r_val (AA),A_Z (elem_charge),A_eps_H (eV),A_eps_L (eV),A_EA (eV),A_IP (eV),A_EN (eV),B_r_s (AA),B_r_val (AA),B_Z (elem_charge),B_eps_H (eV),B_eps_L (eV),B_EA (eV),B_IP (eV),B_EN (eV),bulk_modulus (eV/AA^3)
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.57595,0.77355,41,-4.58043,-4.58043,-0.66073,7.16522,3.25224,1.17269
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.25315,0.33775,28,-4.41904,-4.41904,-1.06489,7.87854,3.40682,0.79433
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.03965,1.40285,82,-3.38807,-3.38807,-0.46103,6.57196,3.05546,0.53717
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.40755,0.58065,46,-4.0964,-3.37189,-0.45002,9.06265,4.30632,0.82987
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.26865,0.67055,78,-5.4406,-5.4406,-2.19568,9.35312,3.57872,0.73269
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.44625,0.61295,45,-3.51705,-3.51705,-0.55007,8.37917,3.91455,0.83386
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.47565,0.64735,44,-3.62911,-3.62911,-0.9258,7.67333,3.37376,1.15453
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.00325,1.23855,51,-4.78669,-4.78669,-1.48175,8.3375,3.42787,0.86295
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.06585,1.35395,50,-3.60334,-3.60334,-0.62446,6.87583,3.12569,0.77822
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.46495,0.83725,73,-3.54072,-3.54072,0.28607,7.76325,4.02466,1.24255
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.50655,0.68555,43,-3.95104,-3.95104,-1.20091,7.17917,2.98913,1.25129
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.54605,0.51945,22,-4.13789,-4.13789,0.4163,7.12072,3.76851,0.9602
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.47915,0.47555,23,-4.42467,-4.42467,-0.1056,7.21881,3.55661,1.14571
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.40525,0.79075,74,-4.46416,-4.46416,-0.40824,8.81585,4.20381,1.34437
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.10495,1.10495,30,-5.97804,-0.6987,1.59776,9.94132,5.76954,0.59447
2.31695,2.31695,37,-2.15625,-2.15625,-0.31805,4.06431,1.87313,1.66825,0.84555,40,-3.45486,-3.45486,0.20991,7.108,3.65895,0.86567
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.31705,1.31705,47,-4.37849,-4.37849,-1.18206,7.87468,3.34631,1.02219
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.10775,1.39955,13,-2.5457,-2.5457,0.34112,5.72681,3.03397,1.34443
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,0.98985,1.30035,83,-4.52189,-4.52189,-1.38734,7.92764,3.27015,0.79898
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.23185,1.23185,48,-5.66953,-0.80208,1.48287,9.31714,5.40001,0.90964
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.29155,0.35895,27,-4.41285,-4.41285,-1.07005,7.65851,3.29423,1.46482
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.42455,0.43935,24,-4.42489,-4.42489,-0.50366,7.30854,3.40244,1.45957
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.19885,1.19885,29,-4.57534,-4.57534,-1.23469,8.33298,3.54914,1.27745
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.33295,0.38215,26,-4.40061,-4.40061,-0.99752,7.47177,3.23713,1.4473
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.00335,1.33975,31,-2.42899,-2.42899,0.45021,5.6727,3.06146,1.2513
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,0.92235,1.17105,32,-3.82445,-3.82445,-0.57045,7.44895,3.43925,1.16322
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.36815,0.40825,25,-4.37896,-4.37896,-0.57504,7.39822,3.41159,1.486
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.53775,0.72745,42,-4.27919,-4.27919,-1.14475,7.00728,2.93127,1.36943
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.57595,0.77355,41,-4.58043,-4.58043,-0.66073,7.16522,3.25224,1.28025
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.25315,0.33775,28,-4.41904,-4.41904,-1.06489,7.87854,3.40682,1.39749
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.03965,1.40285,82,-3.38807,-3.38807,-0.46103,6.57196,3.05546,0.68808
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.40755,0.58065,46,-4.0964,-3.37189,-0.45002,9.06265,4.30632,1.1445
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.26865,0.67055,78,-5.4406,-5.4406,-2.19568,9.35312,3.57872,1.21674
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.44625,0.61295,45,-3.51705,-3.51705,-0.55007,8.37917,3.91455,1.30898
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.47565,0.64735,44,-3.62911,-3.62911,-0.9258,7.67333,3.37376,1.37265
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.00325,1.23855,51,-4.78669,-4.78669,-1.48175,8.3375,3.42787,0.69644
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.06585,1.35395,50,-3.60334,-3.60334,-0.62446,6.87583,3.12569,1.04012
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.46495,0.83725,73,-3.54072,-3.54072,0.28607,7.76325,4.02466,1.33462
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.50655,0.68555,43,-3.95104,-3.95104,-1.20091,7.17917,2.98913,1.38227
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.54605,0.51945,22,-4.13789,-4.13789,0.4163,7.12072,3.76851,1.28387
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.47915,0.47555,23,-4.42467,-4.42467,-0.1056,7.21881,3.55661,1.40723
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.40525,0.79075,74,-4.46416,-4.46416,-0.40824,8.81585,4.20381,1.4346
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.10495,1.10495,30,-5.97804,-0.6987,1.59776,9.94132,5.76954,1.15477
1.65245,0.58135,21,-3.05402,-3.05402,1.06725,6.81817,3.94271,1.66825,0.84555,40,-3.45486,-3.45486,0.20991,7.108,3.65895,1.09847
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.31705,1.31705,47,-4.37849,-4.37849,-1.18206,7.87468,3.34631,1.00603
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.10775,1.39955,13,-2.5457,-2.5457,0.34112,5.72681,3.03397,1.31924
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,0.98985,1.30035,83,-4.52189,-4.52189,-1.38734,7.92764,3.27015,0.76421
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.23185,1.23185,48,-5.66953,-0.80208,1.48287,9.31714,5.40001,0.87999
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.29155,0.35895,27,-4.41285,-4.41285,-1.07005,7.65851,3.29423,1.38774
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.42455,0.43935,24,-4.42489,-4.42489,-0.50366,7.30854,3.40244,1.43671
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.19885,1.19885,29,-4.57534,-4.57534,-1.23469,8.33298,3.54914,1.22495
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.33295,0.38215,26,-4.40061,-4.40061,-0.99752,7.47177,3.23713,1.4319
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.00335,1.33975,31,-2.42899,-2.42899,0.45021,5.6727,3.06146,1.21654
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,0.92235,1.17105,32,-3.82445,-3.82445,-0.57045,7.44895,3.43925,1.05545
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.36815,0.40825,25,-4.37896,-4.37896,-0.57504,7.39822,3.41159,1.44681
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.53775,0.72745,42,-4.27919,-4.27919,-1.14475,7.00728,2.93127,1.34521
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.57595,0.77355,41,-4.58043,-4.58043,-0.66073,7.16522,3.25224,1.25797
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.25315,0.33775,28,-4.41904,-4.41904,-1.06489,7.87854,3.40682,1.33756
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.03965,1.40285,82,-3.38807,-3.38807,-0.46103,6.57196,3.05546,0.78387
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.40755,0.58065,46,-4.0964,-3.37189,-0.45002,9.06265,4.30632,1.12556
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.26865,0.67055,78,-5.4406,-5.4406,-2.19568,9.35312,3.57872,1.12569
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.44625,0.61295,45,-3.51705,-3.51705,-0.55007,8.37917,3.91455,1.26508
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.47565,0.64735,44,-3.62911,-3.62911,-0.9258,7.67333,3.37376,1.31843
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.00325,1.23855,51,-4.78669,-4.78669,-1.48175,8.3375,3.42787,0.78786
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.06585,1.35395,50,-3.60334,-3.60334,-0.62446,6.87583,3.12569,0.83479
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.46495,0.83725,73,-3.54072,-3.54072,0.28607,7.76325,4.02466,1.31319
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.50655,0.68555,43,-3.95104,-3.95104,-1.20091,7.17917,2.98913,1.3618
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.54605,0.51945,22,-4.13789,-4.13789,0.4163,7.12072,3.76851,1.25829
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.47915,0.47555,23,-4.42467,-4.42467,-0.1056,7.21881,3.55661,1.37918
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.40525,0.79075,74,-4.46416,-4.46416,-0.40824,8.81585,4.20381,1.40393
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.10495,1.10495,30,-5.97804,-0.6987,1.59776,9.94132,5.76954,1.11227
1.94465,0.32455,62,-2.20975,-2.20975,1.6943,5.81302,3.75366,1.66825,0.84555,40,-3.45486,-3.45486,0.20991,7.108,3.65895,1.08077
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.31705,1.31705,47,-4.37849,-4.37849,-1.18206,7.87468,3.34631,0.84563
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.10775,1.39955,13,-2.5457,-2.5457,0.34112,5.72681,3.03397,1.02076
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,0.98985,1.30035,83,-4.52189,-4.52189,-1.38734,7.92764,3.27015,0.75923
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.23185,1.23185,48,-5.66953,-0.80208,1.48287,9.31714,5.40001,0.64666
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.29155,0.35895,27,-4.41285,-4.41285,-1.07005,7.65851,3.29423,1.10579
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.42455,0.43935,24,-4.42489,-4.42489,-0.50366,7.30854,3.40244,1.28019
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.19885,1.19885,29,-4.57534,-4.57534,-1.23469,8.33298,3.54914,0.94553
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.33295,0.38215,26,-4.40061,-4.40061,-0.99752,7.47177,3.23713,1.21375
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.00335,1.33975,31,-2.42899,-2.42899,0.45021,5.6727,3.06146,0.92723
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,0.92235,1.17105,32,-3.82445,-3.82445,-0.57045,7.44895,3.43925,1.11842
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.36815,0.40825,25,-4.37896,-4.37896,-0.57504,7.39822,3.41159,1.21486
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.53775,0.72745,42,-4.27919,-4.27919,-1.14475,7.00728,2.93127,1.26665
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.57595,0.77355,41,-4.58043,-4.58043,-0.66073,7.16522,3.25224,1.18026
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.25315,0.33775,28,-4.41904,-4.41904,-1.06489,7.87854,3.40682,1.01686
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.03965,1.40285,82,-3.38807,-3.38807,-0.46103,6.57196,3.05546,0.75569
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.40755,0.58065,46,-4.0964,-3.37189,-0.45002,9.06265,4.30632,0.91756
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.26865,0.67055,78,-5.4406,-5.4406,-2.19568,9.35312,3.57872,0.7798
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.44625,0.61295,45,-3.51705,-3.51705,-0.55007,8.37917,3.91455,1.13638
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.47565,0.64735,44,-3.62911,-3.62911,-0.9258,7.67333,3.37376,1.19721
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.00325,1.23855,51,-4.78669,-4.78669,-1.48175,8.3375,3.42787,0.86844
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.06585,1.35395,50,-3.60334,-3.60334,-0.62446,6.87583,3.12569,0.98098
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.46495,0.83725,73,-3.54072,-3.54072,0.28607,7.76325,4.02466,1.23018
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.50655,0.68555,43,-3.95104,-3.95104,-1.20091,7.17917,2.98913,1.27837
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.54605,0.51945,22,-4.13789,-4.13789,0.4163,7.12072,3.76851,1.16729
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.47915,0.47555,23,-4.42467,-4.42467,-0.1056,7.21881,3.55661,1.25444
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.40525,0.79075,74,-4.46416,-4.46416,-0.40824,8.81585,4.20381,1.32578
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.10495,1.10495,30,-5.97804,-0.6987,1.59776,9.94132,5.76954,0.76807
1.95395,1.95395,38,-3.51853,-1.0994,0.9623,5.87708,3.41969,1.66825,0.84555,40,-3.45486,-3.45486,0.20991,7.108,3.65895,1.03047
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.31705,1.31705,47,-4.37849,-4.37849,-1.18206,7.87468,3.34631,1.06367
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.10775,1.39955,13,-2.5457,-2.5457,0.34112,5.72681,3.03397,1.34149
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,0.98985,1.30035,83,-4.52189,-4.52189,-1.38734,7.92764,3.27015,0.65783
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.23185,1.23185,48,-5.66953,-0.80208,1.48287,9.31714,5.40001,0.95054
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.29155,0.35895,27,-4.41285,-4.41285,-1.07005,7.65851,3.29423,1.42692
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.42455,0.43935,24,-4.42489,-4.42489,-0.50366,7.30854,3.40244,1.43564
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.19885,1.19885,29,-4.57534,-4.57534,-1.23469,8.33298,3.54914,1.26811
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.33295,0.38215,26,-4.40061,-4.40061,-0.99752,7.47177,3.23713,1.4128
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.00335,1.33975,31,-2.42899,-2.42899,0.45021,5.6727,3.06146,1.25596
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,0.92235,1.17105,32,-3.82445,-3.82445,-0.57045,7.44895,3.43925,1.09957
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.36815,0.40825,25,-4.37896,-4.37896,-0.57504,7.39822,3.41159,1.45455
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.53775,0.72745,42,-4.27919,-4.27919,-1.14475,7.00728,2.93127,1.36297
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.57595,0.77355,41,-4.58043,-4.58043,-0.66073,7.16522,3.25224,1.28061
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.25315,0.33775,28,-4.41904,-4.41904,-1.06489,7.87854,3.40682,1.37724
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.03965,1.40285,82,-3.38807,-3.38807,-0.46103,6.57196,3.05546,0.84267
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.40755,0.58065,46,-4.0964,-3.37189,-0.45002,9.06265,4.30632,1.2073
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.26865,0.67055,78,-5.4406,-5.4406,-2.19568,9.35312,3.57872,1.21179
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.44625,0.61295,45,-3.51705,-3.51705,-0.55007,8.37917,3.91455,1.31071
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.47565,0.64735,44,-3.62911,-3.62911,-0.9258,7.67333,3.37376,1.33727
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.00325,1.23855,51,-4.78669,-4.78669,-1.48175,8.3375,3.42787,0.71302
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.06585,1.35395,50,-3.60334,-3.60334,-0.62446,6.87583,3.12569,0.96586
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.46495,0.83725,73,-3.54072,-3.54072,0.28607,7.76325,4.02466,1.32862
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.50655,0.68555,43,-3.95104,-3.95104,-1.20091,7.17917,2.98913,1.38184
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.54605,0.51945,22,-4.13789,-4.13789,0.4163,7.12072,3.76851,1.28267
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.47915,0.47555,23,-4.42467,-4.42467,-0.1056,7.21881,3.55661,1.39527
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.40525,0.79075,74,-4.46416,-4.46416,-0.40824,8.81585,4.20381,1.41874
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.10495,1.10495,30,-5.97804,-0.6987,1.59776,9.94132,5.76954,1.15303
1.78595,0.94535,39,-2.28698,-2.28698,1.03847,6.19347,3.61597,1.66825,0.84555,40,-3.45486,-3.45486,0.20991,7.108,3.65895,1.11428
